journal_id,posting_datetime,debit_account,credit_account,amount,currency,source,user_id,user_role,is_reversal,description
JE002265,2025-07-30T08:04:00,Sales Returns,Revenue,1192026.55,CNY,subledger,u003,Senior Accountant,False,Synthetic journal entry for audit analytics
JE002266,2025-09-08T10:46:00,Cash,Revenue,6216.24,CNY,automated,batch,System,False,Synthetic journal entry for audit analytics
JE002267,2025-06-13T12:24:00,Accounts Receivable,Revenue,47886.2,CNY,subledger,u001,Accountant,False,Synthetic journal entry for audit analytics
JE002268,2025-06-08T16:48:00,Cash,Accounts Receivable,10824.74,CNY,manual,u001,Accountant,False,Synthetic journal entry for audit analytics
JE002269,2025-06-22T15:08:00,Accounts Receivable,Accounts Receivable,91961.78,CNY,automated,batch,System,False,Synthetic journal entry for audit analytics
JE002270,2025-09-17T17:39:00,Accounts Receivable,Inventory,5965.13,CNY,subledger,u001,Accountant,False,Synthetic journal entry for audit analytics
JE002271,2025-07-11T16:57:00,Sales Returns,Accounts Receivable,1234762.61,CNY,manual,u001,Accountant,False,Synthetic journal entry for audit analytics
JE002272,2025-08-20T08:19:00,Cash,Accounts Receivable,22721.19,CNY,manual,u002,Accountant,False,Synthetic journal entry for audit analytics
JE002273,2025-08-21T10:37:00,Cash,Accounts Receivable,74165.16,CNY,manual,u003,Senior Accountant,False,Synthetic journal entry for audit analytics
JE002274,2025-08-20T18:41:00,Cash,Accounts Receivable,1924.46,CNY,automated,batch,System,False,Synthetic journal entry for audit analytics
JE002275,2025-04-29T18:35:00,Cash,Inventory,1449.48,CNY,manual,u003,Senior Accountant,False,Synthetic journal entry for audit analytics
JE002276,2025-08-25T18:33:00,Cash,Inventory,519887.39,CNY,automated,batch,System,False,Synthetic journal entry for audit analytics
JE002277,2025-08-13T10:34:00,Cash,Accounts Receivable,258571.12,CNY,manual,u001,Accountant,False,Synthetic journal entry for audit analytics
JE002278,2025-02-17T14:56:00,Cash,Revenue,957127.36,CNY,automated,batch,System,False,Synthetic journal entry for audit analytics
JE002279,2025-09-05T18:27:00,Cash,Revenue,17429.71,CNY,manual,u001,Accountant,False,Synthetic journal entry for audit analytics
JE002280,2025-09-13T10:16:00,Accounts Receivable,Accounts Receivable,42633.7,CNY,manual,u001,Accountant,False,Synthetic journal entry for audit analytics
JE002281,2025-08-26T13:18:00,Cash,Accounts Receivable,844335.51,CNY,automated,batch,System,False,Synthetic journal entry for audit analytics
JE002282,2025-09-06T15:44:00,Sales Returns,Inventory,28602.61,CNY,automated,batch,System,False,Synthetic journal entry for audit analytics
JE002283,2025-05-12T18:49:00,Accounts Receivable,Inventory,2737.44,CNY,manual,u003,Senior Accountant,False,Synthetic journal entry for audit analytics
JE002284,2025-10-19T11:35:00,Cash,Inventory,8977.27,CNY,manual,u002,Accountant,False,Synthetic journal entry for audit analytics
JE002285,2025-12-09T15:43:00,Sales Returns,Accounts Receivable,87509.91,CNY,automated,batch,System,False,Synthetic journal entry for audit analytics
JE002286,2025-02-05T13:03:00,Sales Returns,Revenue,167033.44,CNY,manual,u004,Controller,False,Synthetic journal entry for audit analytics
JE002287,2025-04-01T09:16:00,Sales Returns,Revenue,49349.04,CNY,manual,u002,Accountant,False,Synthetic journal entry for audit analytics
JE002288,2025-06-14T13:50:00,Accounts Receivable,Accounts Receivable,71352.66,CNY,manual,u001,Accountant,False,Synthetic journal entry for audit analytics
JE002289,2025-05-07T10:31:00,Cash,Accounts Receivable,15813.46,CNY,manual,u003,Senior Accountant,False,Synthetic journal entry for audit analytics
JE002290,2025-07-18T14:44:00,Accounts Receivable,Revenue,622354.6,CNY,manual,u001,Accountant,False,Synthetic journal entry for audit analytics
JE002291,2025-06-06T11:59:00,Sales Returns,Inventory,244147.65,CNY,manual,u002,Accountant,False,Synthetic journal entry for audit analytics
JE002292,2025-03-22T18:21:00,Sales Returns,Revenue,56977.77,CNY,automated,batch,System,False,Synthetic journal entry for audit analytics
JE002293,2025-05-28T16:36:00,Cash,Revenue,404784.5,CNY,manual,u002,Accountant,False,Synthetic journal entry for audit analytics
JE002294,2025-05-10T14:57:00,Sales Returns,Revenue,3424.01,CNY,automated,batch,System,False,Synthetic journal entry for audit analytics
JE002295,2025-05-15T11:31:00,Cash,Accounts Receivable,1056.68,CNY,automated,batch,System,False,Synthetic journal entry for audit analytics
JE002296,2025-06-24T09:16:00,Sales Returns,Accounts Receivable,60235.69,CNY,manual,u002,Accountant,False,Synthetic journal entry for audit analytics
JE002297,2025-09-26T09:21:00,Sales Returns,Revenue,2820.5,CNY,manual,u003,Senior Accountant,False,Synthetic journal entry for audit analytics
JE002298,2025-07-10T13:18:00,Sales Returns,Inventory,1018.1,CNY,manual,u002,Accountant,False,Synthetic journal entry for audit analytics
JE002299,2025-02-19T15:02:00,Cash,Accounts Receivable,83880.93,CNY,manual,u002,Accountant,False,Synthetic journal entry for audit analytics
JE002300,2025-05-13T16:14:00,Sales Returns,Accounts Receivable,188866.32,CNY,subledger,u003,Senior Accountant,False,Synthetic journal entry for audit analytics
JE002301,2025-08-12T13:01:00,Sales Returns,Revenue,11512.12,CNY,manual,u001,Accountant,False,Synthetic journal entry for audit analytics
JE002302,2025-05-24T08:03:00,Cash,Accounts Receivable,916598.1,CNY,manual,u004,Controller,False,Synthetic journal entry for audit analytics
JE002303,2025-08-03T10:32:00,Accounts Receivable,Revenue,1117.62,CNY,subledger,u001,Accountant,False,Synthetic journal entry for audit analytics
JE002304,2025-01-17T08:44:00,Accounts Receivable,Inventory,2376.02,CNY,automated,batch,System,False,Synthetic journal entry for audit analytics
JE002305,2025-12-07T13:43:00,Cash,Accounts Receivable,96146.66,CNY,automated,batch,System,False,Synthetic journal entry for audit analytics
JE002306,2025-03-30T16:59:00,Sales Returns,Inventory,990042.33,CNY,subledger,u003,Senior Accountant,False,Synthetic journal entry for audit analytics
JE002307,2025-06-06T15:20:00,Accounts Receivable,Inventory,90910.35,CNY,manual,u002,Accountant,False,Synthetic journal entry for audit analytics
JE002308,2025-03-13T18:59:00,Sales Returns,Inventory,123453.48,CNY,subledger,u003,Senior Accountant,False,Synthetic journal entry for audit analytics
JE002309,2025-09-10T12:52:00,Cash,Revenue,1321.95,CNY,automated,batch,System,False,Synthetic journal entry for audit analytics
JE002310,2025-05-12T15:45:00,Accounts Receivable,Accounts Receivable,644486.57,CNY,automated,batch,System,False,Synthetic journal entry for audit analytics
JE002311,2025-08-05T08:53:00,Sales Returns,Revenue,2227.16,CNY,automated,batch,System,False,Synthetic journal entry for audit analytics
JE002312,2025-12-31T14:09:00,Sales Returns,Inventory,327799.12,CNY,automated,batch,System,False,Synthetic journal entry for audit analytics
JE002313,2025-03-18T08:09:00,Accounts Receivable,Revenue,137443.01,CNY,manual,u002,Accountant,False,Synthetic journal entry for audit analytics
JE002314,2025-10-07T14:07:00,Cash,Inventory,95002.86,CNY,manual,u002,Accountant,False,Synthetic journal entry for audit analytics
JE002315,2025-05-16T08:43:00,Cash,Inventory,33431.67,CNY,subledger,u002,Accountant,False,Synthetic journal entry for audit analytics
JE002316,2025-05-01T16:14:00,Cash,Inventory,37778.06,CNY,manual,u001,Accountant,False,Synthetic journal entry for audit analytics
JE002317,2025-05-16T15:35:00,Accounts Receivable,Accounts Receivable,6936.33,CNY,manual,u001,Accountant,False,Synthetic journal entry for audit analytics
JE002318,2025-01-23T18:55:00,Sales Returns,Inventory,452124.1,CNY,automated,batch,System,False,Synthetic journal entry for audit analytics
JE002319,2025-01-24T13:54:00,Cash,Inventory,158460.16,CNY,automated,batch,System,False,Synthetic journal entry for audit analytics
JE002320,2025-03-16T14:09:00,Accounts Receivable,Revenue,40126.8,CNY,subledger,u001,Accountant,False,Synthetic journal entry for audit analytics
JE002321,2025-09-14T17:19:00,Sales Returns,Revenue,918297.68,CNY,automated,batch,System,False,Synthetic journal entry for audit analytics
JE002322,2025-05-08T14:27:00,Sales Returns,Inventory,4715.66,CNY,manual,u003,Senior Accountant,False,Synthetic journal entry for audit analytics
JE002323,2025-05-01T16:53:00,Sales Returns,Accounts Receivable,226885.24,CNY,subledger,u002,Accountant,False,Synthetic journal entry for audit analytics
JE002324,2025-03-26T17:14:00,Sales Returns,Accounts Receivable,1674.2,CNY,automated,batch,System,False,Synthetic journal entry for audit analytics
JE002325,2025-05-31T11:37:00,Cash,Inventory,898452.51,CNY,automated,batch,System,False,Synthetic journal entry for audit analytics
JE002326,2025-08-05T15:49:00,Cash,Accounts Receivable,16120.63,CNY,manual,u001,Accountant,False,Synthetic journal entry for audit analytics
JE002327,2025-06-16T17:49:00,Sales Returns,Revenue,212473.3,CNY,automated,batch,System,False,Synthetic journal entry for audit analytics
JE002328,2025-01-25T16:00:00,Sales Returns,Inventory,34768.34,CNY,manual,u002,Accountant,False,Synthetic journal entry for audit analytics
JE002329,2025-09-07T09:17:00,Sales Returns,Revenue,13654.95,CNY,automated,batch,System,False,Synthetic journal entry for audit analytics
JE002330,2025-08-19T15:19:00,Sales Returns,Revenue,3080.07,CNY,automated,batch,System,False,Synthetic journal entry for audit analytics
JE002331,2025-10-12T14:24:00,Cash,Inventory,1544.63,CNY,manual,u001,Accountant,False,Synthetic journal entry for audit analytics
JE002332,2025-04-06T09:52:00,Accounts Receivable,Inventory,53871.34,CNY,automated,batch,System,False,Synthetic journal entry for audit analytics
JE002333,2025-12-05T11:29:00,Cash,Revenue,452990.35,CNY,subledger,u002,Accountant,False,Synthetic journal entry for audit analytics
JE002334,2025-12-30T23:01:00,Other Receivables,Other Income,2000000,CNY,manual,u005,CFO,False,Synthetic journal entry for audit analytics
JE002335,2025-01-22T16:26:00,Cash,Accounts Receivable,1189888.3,CNY,manual,u003,Senior Accountant,False,Synthetic journal entry for audit analytics
JE002336,2025-05-27T17:20:00,Sales Returns,Revenue,48999.11,CNY,subledger,u003,Senior Accountant,False,Synthetic journal entry for audit analytics
JE002337,2025-12-27T14:52:00,Sales Returns,Revenue,5163.28,CNY,manual,u001,Accountant,False,Synthetic journal entry for audit analytics
JE002338,2025-02-22T08:19:00,Sales Returns,Inventory,1095234.37,CNY,subledger,u001,Accountant,False,Synthetic journal entry for audit analytics
JE002339,2025-07-25T13:16:00,Cash,Inventory,1643.43,CNY,manual,u001,Accountant,False,Synthetic journal entry for audit analytics
JE002340,2025-02-14T11:28:00,Accounts Receivable,Inventory,9853.97,CNY,manual,u003,Senior Accountant,False,Synthetic journal entry for audit analytics
JE002341,2025-03-14T10:14:00,Accounts Receivable,Inventory,135327.86,CNY,manual,u005,CFO,False,Synthetic journal entry for audit analytics
JE002342,2025-08-20T15:35:00,Accounts Receivable,Inventory,43571.75,CNY,subledger,u003,Senior Accountant,False,Synthetic journal entry for audit analytics
JE002343,2025-05-02T10:15:00,Cash,Accounts Receivable,640087.75,CNY,manual,u002,Accountant,False,Synthetic journal entry for audit analytics
JE002344,2025-01-13T10:22:00,Sales Returns,Inventory,970561.53,CNY,manual,u003,Senior Accountant,False,Synthetic journal entry for audit analytics
JE002345,2025-08-02T15:42:00,Cash,Revenue,18949.34,CNY,manual,u002,Accountant,False,Synthetic journal entry for audit analytics
JE002346,2025-12-10T16:12:00,Cash,Inventory,9500.92,CNY,manual,u002,Accountant,False,Synthetic journal entry for audit analytics
JE002347,2025-03-22T09:25:00,Accounts Receivable,Revenue,1012768.46,CNY,manual,u001,Accountant,False,Synthetic journal entry for audit analytics
JE002348,2025-01-20T18:39:00,Accounts Receivable,Revenue,4822.23,CNY,manual,u002,Accountant,False,Synthetic journal entry for audit analytics
JE002349,2025-09-26T11:22:00,Sales Returns,Revenue,287697.93,CNY,automated,batch,System,False,Synthetic journal entry for audit analytics
JE002350,2025-08-01T12:00:00,Accounts Receivable,Revenue,6975.23,CNY,manual,u001,Accountant,False,Synthetic journal entry for audit analytics
JE002351,2025-12-27T09:54:00,Accounts Receivable,Accounts Receivable,283004.12,CNY,manual,u001,Accountant,False,Synthetic journal entry for audit analytics
JE002352,2025-03-23T08:58:00,Cash,Revenue,499179.72,CNY,subledger,u001,Accountant,False,Synthetic journal entry for audit analytics
JE002353,2025-01-17T09:18:00,Sales Returns,Accounts Receivable,840049.81,CNY,automated,batch,System,False,Synthetic journal entry for audit analytics
JE002354,2025-05-17T11:45:00,Sales Returns,Revenue,686675.63,CNY,subledger,u001,Accountant,False,Synthetic journal entry for audit analytics
JE002355,2025-09-10T13:26:00,Accounts Receivable,Accounts Receivable,228602.26,CNY,manual,u001,Accountant,False,Synthetic journal entry for audit analytics
JE002356,2025-01-14T11:46:00,Cash,Inventory,4901.03,CNY,manual,u001,Accountant,False,Synthetic journal entry for audit analytics
JE002357,2025-07-23T14:11:00,Cash,Revenue,6158.95,CNY,automated,batch,System,False,Synthetic journal entry for audit analytics
JE002358,2025-01-06T11:54:00,Accounts Receivable,Inventory,29561.24,CNY,manual,u004,Controller,False,Synthetic journal entry for audit analytics
JE002359,2025-03-25T14:12:00,Accounts Receivable,Revenue,12078.25,CNY,manual,u002,Accountant,False,Synthetic journal entry for audit analytics
JE002360,2025-11-11T11:56:00,Accounts Receivable,Revenue,509845.53,CNY,automated,batch,System,False,Synthetic journal entry for audit analytics
JE002361,2025-06-07T10:37:00,Cash,Revenue,7345.87,CNY,manual,u001,Accountant,False,Synthetic journal entry for audit analytics
JE002362,2025-05-27T13:33:00,Sales Returns,Accounts Receivable,3190.91,CNY,automated,batch,System,False,Synthetic journal entry for audit analytics
JE002363,2025-12-04T16:55:00,Accounts Receivable,Accounts Receivable,14099.98,CNY,automated,batch,System,False,Synthetic journal entry for audit analytics
JE002364,2025-12-22T13:31:00,Sales Returns,Accounts Receivable,17917.69,CNY,manual,u002,Accountant,False,Synthetic journal entry for audit analytics
JE002365,2025-05-03T10:21:00,Sales Returns,Accounts Receivable,1284.97,CNY,subledger,u002,Accountant,False,Synthetic journal entry for audit analytics
JE002366,2025-01-05T08:10:00,Cash,Accounts Receivable,10681.34,CNY,automated,batch,System,False,Synthetic journal entry for audit analytics
JE002367,2025-08-01T09:08:00,Cash,Revenue,9585.62,CNY,manual,u002,Accountant,False,Synthetic journal entry for audit analytics
JE002368,2025-08-15T17:36:00,Cash,Accounts Receivable,1281734.09,CNY,manual,u003,Senior Accountant,False,Synthetic journal entry for audit analytics
JE002369,2025-05-08T18:21:00,Sales Returns,Revenue,1079.39,CNY,subledger,u001,Accountant,False,Synthetic journal entry for audit analytics
JE002370,2025-07-18T18:36:00,Sales Returns,Accounts Receivable,177110.51,CNY,manual,u001,Accountant,False,Synthetic journal entry for audit analytics
JE002371,2025-07-10T12:17:00,Accounts Receivable,Accounts Receivable,103050.42,CNY,manual,u001,Accountant,False,Synthetic journal entry for audit analytics
JE002372,2025-11-28T12:11:00,Cash,Revenue,188275.22,CNY,manual,u001,Accountant,False,Synthetic journal entry for audit analytics
JE002373,2025-01-30T14:32:00,Sales Returns,Revenue,1277339.29,CNY,manual,u001,Accountant,False,Synthetic journal entry for audit analytics
JE002374,2025-10-05T08:00:00,Cash,Revenue,49729.5,CNY,manual,u003,Senior Accountant,False,Synthetic journal entry for audit analytics
JE002375,2025-05-16T16:43:00,Accounts Receivable,Accounts Receivable,1843.93,CNY,automated,batch,System,False,Synthetic journal entry for audit analytics
JE002376,2025-04-10T14:54:00,Cash,Revenue,5851.91,CNY,subledger,u001,Accountant,False,Synthetic journal entry for audit analytics
JE002377,2025-11-05T18:07:00,Accounts Receivable,Revenue,24743.42,CNY,automated,batch,System,False,Synthetic journal entry for audit analytics
JE002378,2025-05-03T18:21:00,Accounts Receivable,Inventory,171585.33,CNY,subledger,u002,Accountant,False,Synthetic journal entry for audit analytics
JE002379,2025-12-07T12:22:00,Accounts Receivable,Inventory,342848.08,CNY,automated,batch,System,False,Synthetic journal entry for audit analytics
JE002380,2025-01-30T18:42:00,Cash,Inventory,2687.21,CNY,automated,batch,System,False,Synthetic journal entry for audit analytics
JE002381,2025-09-27T17:50:00,Accounts Receivable,Revenue,1194.63,CNY,automated,batch,System,False,Synthetic journal entry for audit analytics
JE002382,2025-09-03T18:44:00,Sales Returns,Inventory,3499.38,CNY,manual,u002,Accountant,False,Synthetic journal entry for audit analytics
JE002383,2025-05-07T16:10:00,Accounts Receivable,Accounts Receivable,2229.19,CNY,automated,batch,System,False,Synthetic journal entry for audit analytics
JE002384,2025-11-30T15:42:00,Cash,Accounts Receivable,5235.36,CNY,manual,u002,Accountant,False,Synthetic journal entry for audit analytics
JE002385,2025-09-14T08:46:00,Accounts Receivable,Accounts Receivable,145643.81,CNY,manual,u004,Controller,False,Synthetic journal entry for audit analytics
JE002386,2025-06-24T09:43:00,Cash,Accounts Receivable,39323.52,CNY,automated,batch,System,False,Synthetic journal entry for audit analytics
JE002387,2025-10-13T08:20:00,Sales Returns,Inventory,2386.16,CNY,automated,batch,System,False,Synthetic journal entry for audit analytics
JE002388,2025-06-13T11:55:00,Sales Returns,Revenue,1414.58,CNY,automated,batch,System,False,Synthetic journal entry for audit analytics
JE002389,2025-12-11T18:59:00,Cash,Inventory,148434.42,CNY,automated,batch,System,False,Synthetic journal entry for audit analytics
JE002390,2025-10-27T14:08:00,Sales Returns,Revenue,112187.89,CNY,automated,batch,System,False,Synthetic journal entry for audit analytics
JE002391,2025-02-01T12:10:00,Cash,Revenue,1087074.86,CNY,manual,u001,Accountant,False,Synthetic journal entry for audit analytics
JE002392,2025-01-24T18:40:00,Sales Returns,Revenue,1620.15,CNY,manual,u001,Accountant,False,Synthetic journal entry for audit analytics
JE002393,2025-02-03T12:40:00,Sales Returns,Inventory,1014.29,CNY,manual,u002,Accountant,False,Synthetic journal entry for audit analytics
JE002394,2025-03-08T10:33:00,Cash,Revenue,264106.33,CNY,subledger,u003,Senior Accountant,False,Synthetic journal entry for audit analytics
JE002395,2025-11-27T13:20:00,Cash,Inventory,231335.55,CNY,subledger,u001,Accountant,False,Synthetic journal entry for audit analytics
JE002396,2025-07-30T17:45:00,Cash,Accounts Receivable,30100.6,CNY,automated,batch,System,False,Synthetic journal entry for audit analytics
JE002397,2025-04-22T17:53:00,Accounts Receivable,Accounts Receivable,1157.07,CNY,manual,u003,Senior Accountant,False,Synthetic journal entry for audit analytics
JE002398,2025-09-26T16:09:00,Cash,Accounts Receivable,9056.01,CNY,manual,u003,Senior Accountant,False,Synthetic journal entry for audit analytics
JE002399,2025-10-27T15:59:00,Cash,Inventory,110736.79,CNY,subledger,u003,Senior Accountant,False,Synthetic journal entry for audit analytics
JE002400,2025-04-23T18:16:00,Accounts Receivable,Inventory,411567.23,CNY,manual,u002,Accountant,False,Synthetic journal entry for audit analytics
JE002401,2025-10-20T08:43:00,Cash,Revenue,412151.14,CNY,automated,batch,System,False,Synthetic journal entry for audit analytics
JE002402,2025-09-17T16:04:00,Cash,Inventory,736492.96,CNY,subledger,u002,Accountant,False,Synthetic journal entry for audit analytics
JE002403,2025-08-08T18:57:00,Cash,Revenue,1678.15,CNY,automated,batch,System,False,Synthetic journal entry for audit analytics
JE002404,2025-03-23T15:42:00,Cash,Revenue,1135492.67,CNY,manual,u001,Accountant,False,Synthetic journal entry for audit analytics
JE002405,2025-02-28T18:50:00,Cash,Accounts Receivable,1131175.35,CNY,automated,batch,System,False,Synthetic journal entry for audit analytics
JE002406,2025-03-26T08:34:00,Sales Returns,Inventory,2891.79,CNY,automated,batch,System,False,Synthetic journal entry for audit analytics
JE002407,2025-07-27T18:54:00,Cash,Revenue,357328.44,CNY,manual,u003,Senior Accountant,False,Synthetic journal entry for audit analytics
JE002408,2025-05-27T10:27:00,Sales Returns,Revenue,10481.56,CNY,automated,batch,System,False,Synthetic journal entry for audit analytics
JE002409,2025-10-21T14:38:00,Sales Returns,Accounts Receivable,26225.58,CNY,manual,u001,Accountant,False,Synthetic journal entry for audit analytics
JE002410,2025-06-03T08:24:00,Cash,Accounts Receivable,5412.59,CNY,automated,batch,System,False,Synthetic journal entry for audit analytics
JE002411,2025-04-13T15:23:00,Accounts Receivable,Inventory,25405.97,CNY,manual,u002,Accountant,False,Synthetic journal entry for audit analytics
JE002412,2025-09-12T14:02:00,Accounts Receivable,Inventory,34582.37,CNY,subledger,u001,Accountant,False,Synthetic journal entry for audit analytics
JE002413,2025-05-30T15:21:00,Accounts Receivable,Revenue,607634.39,CNY,manual,u001,Accountant,False,Synthetic journal entry for audit analytics
JE002414,2025-09-29T09:41:00,Accounts Receivable,Accounts Receivable,97009.7,CNY,manual,u003,Senior Accountant,False,Synthetic journal entry for audit analytics
JE002415,2025-11-22T11:29:00,Cash,Inventory,743451.87,CNY,manual,u001,Accountant,False,Synthetic journal entry for audit analytics
JE002416,2025-05-02T11:11:00,Accounts Receivable,Inventory,4088.53,CNY,manual,u002,Accountant,False,Synthetic journal entry for audit analytics
JE002417,2025-03-09T12:47:00,Accounts Receivable,Revenue,1277.71,CNY,manual,u001,Accountant,False,Synthetic journal entry for audit analytics
JE002418,2025-09-06T14:03:00,Sales Returns,Revenue,14242.98,CNY,manual,u001,Accountant,False,Synthetic journal entry for audit analytics
JE002419,2025-05-16T12:51:00,Sales Returns,Revenue,183844.7,CNY,automated,batch,System,False,Synthetic journal entry for audit analytics
JE002420,2025-12-29T13:02:00,Sales Returns,Accounts Receivable,1324843.68,CNY,manual,u001,Accountant,False,Synthetic journal entry for audit analytics
JE002421,2025-05-01T16:35:00,Cash,Inventory,843972.26,CNY,manual,u001,Accountant,False,Synthetic journal entry for audit analytics
JE002422,2025-10-19T16:40:00,Accounts Receivable,Inventory,21290.69,CNY,automated,batch,System,False,Synthetic journal entry for audit analytics
JE002423,2025-06-18T09:48:00,Accounts Receivable,Accounts Receivable,1737.13,CNY,manual,u001,Accountant,False,Synthetic journal entry for audit analytics
JE002424,2025-05-29T18:52:00,Accounts Receivable,Accounts Receivable,5991.04,CNY,manual,u001,Accountant,False,Synthetic journal entry for audit analytics
JE002425,2025-07-21T14:41:00,Accounts Receivable,Revenue,945799.89,CNY,manual,u002,Accountant,False,Synthetic journal entry for audit analytics
JE002426,2025-11-10T16:18:00,Accounts Receivable,Accounts Receivable,3657.13,CNY,manual,u001,Accountant,False,Synthetic journal entry for audit analytics
JE002427,2025-02-04T15:18:00,Accounts Receivable,Accounts Receivable,29040.43,CNY,manual,u002,Accountant,False,Synthetic journal entry for audit analytics
JE002428,2025-05-06T11:49:00,Sales Returns,Revenue,381955.34,CNY,subledger,u001,Accountant,False,Synthetic journal entry for audit analytics
JE002429,2025-10-16T16:36:00,Accounts Receivable,Revenue,1183310.51,CNY,manual,u002,Accountant,False,Synthetic journal entry for audit analytics
JE002430,2025-10-01T09:21:00,Accounts Receivable,Inventory,1811.27,CNY,manual,u003,Senior Accountant,False,Synthetic journal entry for audit analytics
JE002431,2025-03-19T17:29:00,Sales Returns,Revenue,1721.34,CNY,manual,u001,Accountant,False,Synthetic journal entry for audit analytics
JE002432,2025-03-05T13:12:00,Accounts Receivable,Revenue,2050.18,CNY,manual,u004,Controller,False,Synthetic journal entry for audit analytics
JE002433,2025-09-25T14:48:00,Accounts Receivable,Inventory,5704.24,CNY,subledger,u002,Accountant,False,Synthetic journal entry for audit analytics
JE002434,2025-11-27T17:02:00,Accounts Receivable,Inventory,45888.25,CNY,subledger,u001,Accountant,False,Synthetic journal entry for audit analytics
JE002435,2025-09-23T12:33:00,Accounts Receivable,Accounts Receivable,30456.14,CNY,subledger,u003,Senior Accountant,False,Synthetic journal entry for audit analytics
JE002436,2025-06-08T12:23:00,Sales Returns,Inventory,19395.91,CNY,automated,batch,System,False,Synthetic journal entry for audit analytics
JE002437,2025-08-12T15:10:00,Cash,Accounts Receivable,6854.17,CNY,automated,batch,System,False,Synthetic journal entry for audit analytics
JE002438,2025-05-31T08:24:00,Accounts Receivable,Revenue,666527.54,CNY,manual,u003,Senior Accountant,False,Synthetic journal entry for audit analytics
JE002439,2025-10-21T17:25:00,Cash,Accounts Receivable,3300.73,CNY,manual,u002,Accountant,False,Synthetic journal entry for audit analytics
JE002440,2025-08-18T18:00:00,Cash,Inventory,1035552.39,CNY,manual,u003,Senior Accountant,False,Synthetic journal entry for audit analytics
JE002441,2025-07-29T13:14:00,Sales Returns,Accounts Receivable,224454.89,CNY,manual,u002,Accountant,False,Synthetic journal entry for audit analytics
JE002442,2025-09-07T17:56:00,Accounts Receivable,Revenue,3673.75,CNY,manual,u003,Senior Accountant,False,Synthetic journal entry for audit analytics
JE002443,2025-12-29T11:22:00,Accounts Receivable,Revenue,593352.3,CNY,manual,u001,Accountant,False,Synthetic journal entry for audit analytics
JE002444,2025-07-05T18:34:00,Accounts Receivable,Inventory,2704.58,CNY,manual,u004,Controller,False,Synthetic journal entry for audit analytics
JE002445,2025-09-04T11:46:00,Cash,Revenue,167705.07,CNY,subledger,u003,Senior Accountant,False,Synthetic journal entry for audit analytics
JE002446,2025-01-19T17:25:00,Sales Returns,Revenue,794454.04,CNY,automated,batch,System,False,Synthetic journal entry for audit analytics
JE002447,2025-05-18T16:55:00,Cash,Accounts Receivable,3496.67,CNY,manual,u002,Accountant,False,Synthetic journal entry for audit analytics
JE002448,2025-10-07T15:18:00,Sales Returns,Revenue,52449.96,CNY,manual,u002,Accountant,False,Synthetic journal entry for audit analytics
JE002449,2025-05-13T10:03:00,Cash,Accounts Receivable,72669.57,CNY,automated,batch,System,False,Synthetic journal entry for audit analytics
JE002450,2025-08-12T12:14:00,Sales Returns,Accounts Receivable,1437.66,CNY,manual,u002,Accountant,False,Synthetic journal entry for audit analytics
JE002451,2025-02-14T18:49:00,Accounts Receivable,Accounts Receivable,437475.18,CNY,manual,u001,Accountant,False,Synthetic journal entry for audit analytics
JE002452,2025-10-31T10:05:00,Cash,Accounts Receivable,417646.47,CNY,manual,u002,Accountant,True,Synthetic journal entry for audit analytics
JE002453,2025-12-27T16:15:00,Accounts Receivable,Accounts Receivable,5795.66,CNY,manual,u001,Accountant,False,Synthetic journal entry for audit analytics
JE002454,2025-10-05T13:00:00,Accounts Receivable,Accounts Receivable,41173.84,CNY,automated,batch,System,False,Synthetic journal entry for audit analytics
JE002455,2025-01-17T16:19:00,Accounts Receivable,Accounts Receivable,862726.76,CNY,automated,batch,System,False,Synthetic journal entry for audit analytics
JE002456,2025-10-30T14:48:00,Accounts Receivable,Inventory,9960.35,CNY,automated,batch,System,False,Synthetic journal entry for audit analytics
JE002457,2025-04-11T17:48:00,Sales Returns,Inventory,11718.42,CNY,automated,batch,System,False,Synthetic journal entry for audit analytics
JE002458,2025-08-28T16:59:00,Cash,Revenue,1359.28,CNY,subledger,u003,Senior Accountant,False,Synthetic journal entry for audit analytics
JE002459,2025-11-11T12:27:00,Accounts Receivable,Revenue,1356.74,CNY,automated,batch,System,False,Synthetic journal entry for audit analytics
JE002460,2025-10-15T09:14:00,Cash,Revenue,25889.64,CNY,automated,batch,System,False,Synthetic journal entry for audit analytics
JE002461,2025-08-23T11:30:00,Cash,Inventory,4661.24,CNY,automated,batch,System,False,Synthetic journal entry for audit analytics
JE002462,2025-08-22T16:08:00,Sales Returns,Accounts Receivable,199359.72,CNY,automated,batch,System,False,Synthetic journal entry for audit analytics
JE002463,2025-11-22T14:10:00,Cash,Revenue,98183.83,CNY,subledger,u002,Accountant,False,Synthetic journal entry for audit analytics
JE002464,2025-10-29T18:00:00,Cash,Revenue,1186.63,CNY,subledger,u002,Accountant,False,Synthetic journal entry for audit analytics
JE002465,2025-04-23T18:58:00,Cash,Revenue,1076.85,CNY,manual,u003,Senior Accountant,False,Synthetic journal entry for audit analytics
JE002466,2025-05-03T17:20:00,Accounts Receivable,Inventory,946490.73,CNY,subledger,u001,Accountant,False,Synthetic journal entry for audit analytics
JE002467,2025-03-16T14:17:00,Accounts Receivable,Revenue,13076.33,CNY,manual,u003,Senior Accountant,False,Synthetic journal entry for audit analytics
