transaction_id,customer_id,customer_name,region,product,invoice_date,shipment_date,recognition_date,quantity,sales_amount,cost_amount,return_amount,customer_tenure_days
INV005143,C0273,Customer 0273,South China,Servo drive,2025-12-04,2025-12-04,2025-12-05,8,231777.09,166879.51,0,764
INV005144,C0047,Customer 0047,Export,Industrial sensor,2025-01-06,2025-01-08,2025-01-08,2,17032.02,11241.13,0,1184
INV005145,C0340,Customer 0340,West China,Robot arm,2025-07-04,2025-07-04,2025-07-04,3,548687.21,417002.28,0,24
INV005146,C0122,Customer 0122,Export,Production cell,2025-08-30,2025-08-30,2025-08-30,11,7001819.59,5531437.48,0,601
INV005147,C0323,Customer 0323,North China,Inspection camera,2025-05-13,2025-05-13,2025-05-13,3,126509.18,80965.88,0,2143
INV005148,C0309,Customer 0309,Export,Servo drive,2025-01-12,2025-01-12,2025-01-12,1,28470.75,20498.94,0,1669
INV005149,C0305,Customer 0305,Export,Servo drive,2025-04-15,2025-04-15,2025-04-15,10,289884.08,208716.54,0,2106
INV005150,C0079,Customer 0079,South China,Production cell,2025-08-22,2025-08-24,2025-08-24,10,6413454.46,5066629.02,0,705
INV005151,C0272,Customer 0272,Central China,Inspection camera,2025-02-19,2025-02-19,2025-02-20,11,456978.23,292466.07,190416.25,839
INV005152,C0068,Customer 0068,East China,Production cell,2025-08-26,2025-08-26,2025-08-27,6,4226286.13,3338766.04,0,1619
INV005153,C0096,Customer 0096,North China,Servo drive,2025-01-20,2025-01-20,2025-01-20,10,268010.64,192967.66,0,792
INV005154,C0045,Customer 0045,Central China,Control module,2025-05-04,2025-05-06,2025-05-06,4,66091.37,46263.96,0,2643
INV005155,C0075,Customer 0075,West China,Production cell,2025-01-14,2025-01-14,2025-01-14,10,7234734.9,5715440.57,0,1024
INV005156,C0152,Customer 0152,West China,Industrial sensor,2025-12-16,2025-12-16,2025-12-16,8,73178.99,48298.13,0,2537
INV005157,C0130,Customer 0130,North China,Industrial sensor,2025-06-07,2025-06-07,2025-06-07,8,72990.67,48173.84,0,2983
INV005158,C0248,Customer 0248,West China,Servo drive,2025-09-29,2025-09-28,2025-09-28,6,172856.6,124456.75,0,278
INV005159,C0289,Customer 0289,Export,Inspection camera,2025-12-10,2025-12-12,2025-12-12,4,176167.18,112747.0,0,2501
INV005160,C0126,Customer 0126,North China,Robot arm,2025-07-05,2025-07-06,2025-07-06,2,355677.72,270315.07,0,296
INV005161,C0101,Customer 0101,West China,Servo drive,2025-09-21,2025-09-23,2025-09-23,5,139736.47,100610.26,0,1745
INV005162,C0151,Customer 0151,West China,Industrial sensor,2025-08-20,2025-08-22,2025-08-23,4,33909.15,22380.04,0,586
INV005163,C0076,Customer 0076,South China,Servo drive,2025-02-21,2025-02-21,2025-02-21,1,26451.34,19044.97,0,2274
INV005164,C0332,Customer 0332,West China,Inspection camera,2025-09-04,2025-09-03,2025-09-04,6,263830.04,168851.22,0,1315
INV005165,C0220,Customer 0220,Export,Control module,2025-12-07,2025-12-09,2025-12-10,11,168580.37,118006.26,0,1030
INV005166,C0220,Customer 0220,Export,Inspection camera,2025-11-29,2025-11-28,2025-11-28,5,215965.29,138217.79,0,1022
INV005167,C0281,Customer 0281,South China,Servo drive,2025-10-27,2025-10-27,2025-10-28,3,77795.51,56012.76,0,2447
INV005168,C0299,Customer 0299,North China,Robot arm,2025-09-01,2025-09-02,2025-09-02,9,1613381.31,1226169.8,0,2778
INV005169,C0261,Customer 0261,Export,Control module,2025-07-13,2025-07-13,2025-07-13,6,100163.12,70114.19,0,1017
INV005170,C0284,Customer 0284,West China,Control module,2025-06-15,2025-06-16,2025-06-17,10,169969.32,118978.52,0,397
INV005171,C0286,Customer 0286,South China,Industrial sensor,2025-08-02,2025-08-02,2025-08-02,12,106215.44,70102.19,0,1909
INV005172,C0100,Customer 0100,North China,Production cell,2025-01-19,2025-01-19,2025-01-19,4,2512795.22,1985108.23,0,2829
INV005173,C0302,Customer 0302,South China,Inspection camera,2025-09-11,2025-09-11,2025-09-11,11,471627.96,301841.9,0,1114
INV005174,C0046,Customer 0046,Central China,Robot arm,2025-10-10,2025-10-12,2025-10-12,10,1935984.02,1471347.86,0,2144
INV005175,C0085,Customer 0085,Export,Servo drive,2025-01-17,2025-01-16,2025-01-16,4,110625.95,79650.69,0,2410
INV005176,C0172,Customer 0172,Export,Control module,2025-07-29,2025-07-31,2025-07-31,2,33717.96,23602.58,0,2566
INV005177,C0155,Customer 0155,Export,Robot arm,2025-09-27,2025-09-28,2025-09-29,10,1719830.68,1307071.32,0,101
INV005178,C0268,Customer 0268,Central China,Inspection camera,2025-07-26,2025-07-26,2025-07-26,9,406038.89,259864.89,0,1797
INV005179,C0073,Customer 0073,North China,Control module,2025-05-21,2025-05-21,2025-05-21,4,65740.29,46018.2,0,266
INV005180,C0093,Customer 0093,Central China,Control module,2025-07-04,2025-07-04,2025-07-04,3,44642.23,31249.56,0,1928
INV005181,C0001,Customer 0001,North China,Robot arm,2025-01-21,2025-01-22,2025-01-22,9,1547577.37,1176158.8,0,2455
INV005182,C0317,Customer 0317,South China,Control module,2025-11-05,2025-11-05,2025-11-05,7,105999.09,74199.37,0,990
INV005183,C0229,Customer 0229,South China,Industrial sensor,2025-02-26,2025-02-26,2025-02-26,10,86620.45,57169.5,0,862
INV005184,C0062,Customer 0062,South China,Production cell,2025-12-07,2025-12-06,2025-12-06,10,7035543.45,5558079.32,0,854
INV005185,C0005,Customer 0005,Export,Inspection camera,2025-12-20,2025-12-22,2025-12-22,1,38986.99,24951.67,0,1032
INV005186,C0120,Customer 0120,North China,Industrial sensor,2025-09-05,2025-09-07,2025-09-07,5,45381.11,29951.53,0,808
INV005187,C0343,Customer 0343,South China,Production cell,2025-07-07,2025-07-09,2025-07-09,7,4864625.65,3843054.27,0,1181
INV005188,C0148,Customer 0148,East China,Servo drive,2025-03-03,2025-03-04,2025-03-05,11,324069.27,233329.88,0,2888
INV005189,C0326,Customer 0326,North China,Inspection camera,2025-12-26,2025-12-26,2025-12-26,3,130870.1,83756.86,0,1945
INV005190,C0345,Customer 0345,South China,Production cell,2025-10-31,2025-10-31,2025-10-31,3,2087050.6,1648769.98,0,1587
INV005191,C0333,Customer 0333,Export,Control module,2025-07-08,2025-07-10,2025-07-11,4,58987.79,41291.46,0,1528
INV005192,C0127,Customer 0127,North China,Production cell,2025-03-04,2025-03-06,2025-03-06,10,6305648.36,4981462.21,0,193
INV005193,C0214,Customer 0214,West China,Production cell,2025-01-24,2025-01-25,2025-01-25,10,6446591.61,5092807.37,0,1267
INV005194,C0238,Customer 0238,North China,Robot arm,2025-11-08,2025-11-07,2025-11-08,6,1090362.79,828675.72,0,527
INV005195,C0186,Customer 0186,Export,Industrial sensor,2025-09-04,2025-09-05,2025-09-05,10,83879.66,55360.58,0,687
INV005196,C0209,Customer 0209,West China,Industrial sensor,2025-02-02,2025-02-02,2025-02-02,1,9199.34,6071.57,0,881
INV005197,C0072,Customer 0072,Central China,Servo drive,2025-12-07,2025-12-08,2025-12-08,10,283404.67,204051.36,0,1172
INV005198,C0079,Customer 0079,South China,Control module,2025-05-03,2025-05-03,2025-05-03,3,50320.35,35224.24,0,594
INV005199,C0284,Customer 0284,West China,Servo drive,2025-10-09,2025-10-11,2025-10-12,11,294983.7,212388.26,0,513
INV005200,C0107,Customer 0107,East China,Control module,2025-02-05,2025-02-05,2025-02-05,1,15633.83,10943.68,0,2414
INV005201,C0272,Customer 0272,Central China,Servo drive,2025-07-31,2025-07-30,2025-07-30,1,25915.35,18659.05,0,1001
INV005202,C0012,Customer 0012,North China,Robot arm,2025-09-07,2025-09-06,2025-09-06,12,2284260.25,1736037.79,0,1747
INV005203,C0069,Customer 0069,East China,Production cell,2025-11-29,2025-11-28,2025-11-28,6,3829472.9,3025283.59,0,1660
INV005204,C0234,Customer 0234,West China,Robot arm,2025-02-06,2025-02-06,2025-02-06,5,-867112.66,659005.62,0,1590
INV005205,C0292,Customer 0292,West China,Production cell,2025-10-11,2025-10-12,2025-10-13,3,2005483.5,1584331.96,0,1200
INV005206,C0209,Customer 0209,West China,Industrial sensor,2025-04-19,2025-04-19,2025-04-19,9,73143.42,48274.66,0,957
INV005207,C0122,Customer 0122,Export,Inspection camera,2025-07-23,2025-07-25,2025-07-25,3,124237.7,79512.13,0,563
INV005208,C0346,Customer 0346,Central China,Production cell,2025-06-16,2025-06-16,2025-06-16,9,6572928.48,5192613.5,0,1808
INV005209,C0237,Customer 0237,South China,Industrial sensor,2025-01-29,2025-01-29,2025-01-29,9,76483.6,50479.17,0,-151
INV005210,C0052,Customer 0052,East China,Robot arm,2025-01-30,2025-02-01,2025-02-01,10,1926655.71,1464258.34,0,2574
INV005211,C0251,Customer 0251,South China,Inspection camera,2025-09-02,2025-09-01,2025-09-01,6,238911.33,152903.25,0,2984
INV005212,C0073,Customer 0073,North China,Production cell,2025-05-06,2025-05-08,2025-05-09,7,4612871.8,3644168.72,0,251
INV005213,C0079,Customer 0079,South China,Servo drive,2025-08-14,2025-08-15,2025-08-15,11,286694.32,206419.91,0,697
INV005214,C0103,Customer 0103,Export,Servo drive,2025-07-21,2025-07-21,2025-07-21,6,168297.95,121174.52,0,581
INV005215,C0086,Customer 0086,West China,Control module,2025-08-02,2025-08-02,2025-08-03,7,108595.25,76016.68,0,2240
INV005216,C0144,Customer 0144,South China,Industrial sensor,2025-04-18,2025-04-18,2025-04-19,10,83750.95,55275.63,0,-145
INV005217,C0339,Customer 0339,East China,Robot arm,2025-09-10,2025-09-12,2025-09-12,1,195359.49,148473.21,0,3100
INV005218,C0248,Customer 0248,West China,Production cell,2025-12-21,2025-12-21,2025-12-21,2,1457050.51,1151069.9,0,361
INV005219,C0258,Customer 0258,East China,Production cell,2025-09-25,2025-09-27,2025-09-28,3,2030772.23,1604310.06,0,2644
INV005220,C0296,Customer 0296,North China,Robot arm,2025-10-24,2025-10-26,2025-10-26,6,1133641.25,861567.35,0,2584
INV005221,C0037,Customer 0037,North China,Robot arm,2025-10-27,2025-10-28,2025-10-29,8,1544155.65,1173558.29,0,2016
INV005222,C0120,Customer 0120,North China,Robot arm,2025-11-23,2025-11-23,2025-11-23,1,189560.08,144065.66,0,887
INV005223,C0251,Customer 0251,South China,Robot arm,2025-10-19,2025-10-19,2025-10-19,3,518169.53,393808.84,0,3031
INV005224,C0306,Customer 0306,North China,Industrial sensor,2025-03-05,2025-03-06,2025-03-07,4,33555.21,22146.44,0,2114
INV005225,C0075,Customer 0075,West China,Control module,2025-02-13,2025-02-12,2025-02-13,4,67248.07,47073.65,0,1054
INV005226,C0314,Customer 0314,South China,Control module,2025-06-30,2025-06-30,2025-06-30,1,14776.16,10343.31,0,285
INV005227,C0222,Customer 0222,East China,Production cell,2025-08-28,2025-08-29,2025-08-29,9,6413144.78,5066384.37,0,862
INV005228,C0109,Customer 0109,Export,Control module,2025-12-14,2025-12-13,2025-12-14,12,192639.21,134847.45,0,2835
INV005229,C0042,Customer 0042,Central China,Robot arm,2025-06-15,2025-06-15,2025-06-15,5,900517.7,684393.45,0,993
INV005230,C0338,Customer 0338,West China,Inspection camera,2025-06-08,2025-06-07,2025-06-07,9,386193.92,247164.11,0,2392
INV005231,C0160,Customer 0160,North China,Servo drive,2025-09-16,2025-09-16,2025-09-16,6,175507.08,126365.1,0,284
INV005232,C0101,Customer 0101,West China,Industrial sensor,2025-05-08,2025-05-10,2025-05-11,12,95009.76,62706.44,0,1609
INV005233,C0090,Customer 0090,North China,Production cell,2025-07-11,2025-07-10,2025-07-11,11,7647359.01,6041413.62,0,1544
INV005234,C0340,Customer 0340,West China,Control module,2025-02-09,2025-02-10,2025-02-10,4,58423.13,40896.19,0,-121
INV005235,C0306,Customer 0306,North China,Production cell,2025-06-25,2025-06-25,2025-06-25,12,8780567.57,6936648.38,0,2226
INV005236,C0298,Customer 0298,East China,Robot arm,2025-05-16,2025-05-16,2025-05-16,2,358777.86,272671.18,0,1129
INV005237,C0195,Customer 0195,West China,Inspection camera,2025-08-04,2025-08-04,2025-08-05,12,500910.28,320582.58,0,2506
INV005238,C0065,Customer 0065,West China,Production cell,2025-04-23,2025-04-23,2025-04-23,5,3642701.26,2877733.99,0,2480
INV005239,C0290,Customer 0290,South China,Production cell,2025-06-22,2025-06-21,2025-06-21,9,6086601.82,4808415.44,0,17
INV005240,C0182,Customer 0182,South China,Control module,2025-04-23,2025-04-24,2025-04-24,3,46055.96,32239.17,0,322
INV005241,C0083,Customer 0083,Central China,Production cell,2025-12-17,2025-12-19,2025-12-19,6,4144425.62,3274096.24,0,3075
INV005242,C0251,Customer 0251,South China,Control module,2025-01-10,2025-01-11,2025-01-11,2,31996.32,22397.43,0,2749
INV005243,C0185,Customer 0185,South China,Servo drive,2025-04-20,2025-04-20,2025-04-20,2,59029.15,42500.99,0,1440
INV005244,C0185,Customer 0185,South China,Industrial sensor,2025-06-16,2025-06-16,2025-06-17,1,8356.63,5515.37,0,1497
INV005245,C0108,Customer 0108,Central China,Robot arm,2025-05-21,2025-05-22,2025-05-22,8,1504094.32,1143111.68,0,2668
INV005246,C0326,Customer 0326,North China,Servo drive,2025-05-12,2025-05-14,2025-05-14,8,221038.7,159147.86,0,1717
INV005247,C0299,Customer 0299,North China,Production cell,2025-09-27,2025-09-27,2025-09-27,7,4822780.35,3809996.48,0,2804
INV005248,C0118,Customer 0118,East China,Control module,2025-05-31,2025-05-31,2025-05-31,7,109049.74,76334.81,0,2109
INV005249,C0167,Customer 0167,East China,Inspection camera,2025-11-19,2025-11-19,2025-11-19,1,44419.7,28428.6,0,1259
INV005250,C0159,Customer 0159,Export,Production cell,2025-10-08,2025-10-09,2025-10-09,8,5819865.45,4597693.71,0,2585
INV005251,C0051,Customer 0051,Central China,Production cell,2025-04-14,2025-04-15,2025-04-15,11,7528428.17,5947458.26,0,2426
INV005252,C0238,Customer 0238,North China,Industrial sensor,2025-04-27,2025-04-27,2025-04-27,7,62183.67,41041.22,0,332
INV005253,C0254,Customer 0254,North China,Robot arm,2025-05-17,2025-05-17,2025-05-17,9,1730487.74,1315170.68,0,1651
INV005254,C0095,Customer 0095,East China,Robot arm,2025-11-14,2025-11-15,2025-11-15,9,1792820.59,1362543.65,0,1418
INV005255,C0242,Customer 0242,Export,Industrial sensor,2025-11-29,2025-12-01,2025-12-01,3,26001.49,17160.98,0,978
INV005256,C0205,Customer 0205,East China,Servo drive,2025-01-24,2025-01-25,2025-01-25,7,191727.37,138043.7,0,2663
INV005257,C0203,Customer 0203,Export,Servo drive,2025-11-24,2025-11-24,2025-11-25,6,160481.37,115546.59,0,1780
INV005258,C0273,Customer 0273,South China,Servo drive,2025-05-01,2025-05-02,2025-05-02,2,58645.35,42224.65,0,547
INV005259,C0234,Customer 0234,West China,Servo drive,2025-09-19,2025-09-19,2025-09-19,10,257921.52,185703.49,0,1815
INV005260,C0032,Customer 0032,Central China,Production cell,2025-08-21,2025-08-21,2025-08-21,5,3396878.88,2683534.32,0,393
INV005261,C0063,Customer 0063,West China,Robot arm,2025-12-22,2025-12-22,2025-12-23,9,1758100.69,1336156.53,0,441
INV005262,C0186,Customer 0186,Export,Servo drive,2025-06-19,2025-06-18,2025-06-18,4,110376.66,79471.2,0,610
INV005263,C0205,Customer 0205,East China,Inspection camera,2025-10-19,2025-10-19,2025-10-19,2,90399.5,57855.68,0,2931
INV005264,C0049,Customer 0049,North China,Production cell,2025-03-16,2025-03-18,2025-03-19,7,4756529.23,3757658.09,0,955
INV005265,C0268,Customer 0268,Central China,Servo drive,2025-08-06,2025-08-08,2025-08-09,12,335127.22,241291.6,0,1808
INV005266,C0005,Customer 0005,Export,Servo drive,2025-01-12,2025-01-12,2025-01-12,11,325281.8,234202.89,0,690
INV005267,C0066,Customer 0066,Central China,Inspection camera,2025-08-27,2025-08-27,2025-08-27,6,262271.73,167853.9,0,1081
INV005268,C0004,Customer 0004,Central China,Industrial sensor,2025-08-26,2025-08-26,2025-08-26,8,74001.19,48840.78,0,880
INV005269,C0063,Customer 0063,West China,Robot arm,2025-09-16,2025-09-18,2025-09-18,10,1753223.83,1332450.11,0,344
INV005270,C0126,Customer 0126,North China,Production cell,2025-08-16,2025-08-18,2025-08-18,1,681748.54,538581.35,0,338
INV005271,C0104,Customer 0104,West China,Robot arm,2025-08-12,2025-08-12,2025-08-12,6,1144643.82,869929.3,0,869
INV005272,C0152,Customer 0152,West China,Servo drive,2025-06-08,2025-06-08,2025-06-08,12,311360.95,224179.89,0,2346
INV005273,C0267,Customer 0267,West China,Robot arm,2025-08-18,2025-08-18,2025-08-18,2,369633.06,280921.13,0,1064
INV005274,C0036,Customer 0036,Central China,Production cell,2025-11-18,2025-11-18,2025-11-18,4,2904926.66,2294892.06,0,1597
INV005275,C0078,Customer 0078,North China,Inspection camera,2025-02-02,2025-02-02,2025-02-02,12,524355.89,335587.77,0,401
INV005276,C0060,Customer 0060,Central China,Robot arm,2025-08-19,2025-08-19,2025-08-19,2,354666.77,269546.75,0,1
INV005277,C0307,Customer 0307,Central China,Industrial sensor,2025-02-11,2025-02-11,2025-02-11,12,105352.57,69532.69,0,769
INV005278,C0079,Customer 0079,South China,Control module,2025-08-03,2025-08-04,2025-08-04,3,50976.82,35683.77,0,686
INV005279,C0215,Customer 0215,South China,Servo drive,2025-02-14,2025-02-16,2025-02-16,9,253161.86,182276.54,0,2095
INV005280,C0200,Customer 0200,East China,Inspection camera,2025-11-26,2025-11-26,2025-11-26,4,161256.29,103204.02,0,599
INV005281,C0296,Customer 0296,North China,Inspection camera,2025-09-10,2025-09-10,2025-09-10,9,385669.19,246828.28,0,2540
INV005282,C0150,Customer 0150,North China,Production cell,2025-03-03,2025-03-05,2025-03-06,10,6869619.42,5426999.34,0,1903
INV005283,C0213,Customer 0213,North China,Industrial sensor,2025-11-19,2025-11-21,2025-11-22,6,49709.82,32808.48,0,422
INV005284,C0033,Customer 0033,West China,Production cell,2025-02-10,2025-02-09,2025-02-09,1,642533.56,507601.51,0,1934
INV005285,C0295,Customer 0295,Export,Production cell,2025-03-08,2025-03-08,2025-03-08,6,4167459.19,3292292.76,0,1081
INV005286,C0170,Customer 0170,North China,Robot arm,2025-03-02,2025-03-04,2025-03-04,6,1116077.37,848218.8,0,2638
INV005287,C0216,Customer 0216,West China,Servo drive,2025-07-26,2025-07-28,2025-07-28,10,256291.76,184530.07,0,85
INV005288,C0137,Customer 0137,East China,Production cell,2025-03-09,2025-03-09,2025-03-09,11,7198881.08,5687116.06,0,2505
INV005289,C0259,Customer 0259,North China,Robot arm,2025-04-03,2025-04-03,2025-04-04,2,390781.89,296994.23,0,1515
INV005290,C0310,Customer 0310,West China,Industrial sensor,2025-09-06,2025-09-05,2025-09-05,3,23916.4,15784.82,0,881
INV005291,C0312,Customer 0312,East China,Production cell,2025-09-11,2025-09-10,2025-09-10,3,2037350.7,1609507.06,0,2701
INV005292,C0163,Customer 0163,Export,Robot arm,2025-11-06,2025-11-06,2025-11-06,8,1433396.71,1089381.5,0,1350
INV005293,C0299,Customer 0299,North China,Robot arm,2025-02-10,2025-02-09,2025-02-10,6,1063402.86,808186.17,0,2575
INV005294,C0254,Customer 0254,North China,Inspection camera,2025-05-12,2025-05-12,2025-05-12,7,276058.75,176677.6,0,1646
INV005295,C0027,Customer 0027,South China,Production cell,2025-07-23,2025-07-23,2025-07-23,2,1363524.99,1077184.74,0,-11
INV005296,C0282,Customer 0282,Export,Robot arm,2025-05-24,2025-05-24,2025-05-24,3,598619.31,454950.67,0,807
INV005297,C0347,Customer 0347,South China,Control module,2025-06-09,2025-06-09,2025-06-09,8,131004.85,91703.39,0,1079
INV005298,C0080,Customer 0080,Central China,Inspection camera,2025-09-10,2025-09-09,2025-09-10,7,293370.88,187757.37,0,933
INV005299,C0014,Customer 0014,North China,Control module,2025-02-12,2025-02-13,2025-02-14,7,116260.81,81382.57,0,3
INV005300,C0099,Customer 0099,West China,Robot arm,2025-10-25,2025-10-24,2025-10-25,2,382751.88,290891.43,0,1548
INV005301,C0328,Customer 0328,West China,Inspection camera,2025-07-27,2025-07-27,2025-07-28,10,404044.73,258588.63,0,893
INV005302,C0151,Customer 0151,West China,Control module,2025-09-03,2025-09-03,2025-09-03,5,72698.07,50888.65,0,600
INV005303,C0056,Customer 0056,West China,Servo drive,2025-01-27,2025-01-27,2025-01-27,4,114975.04,82782.03,0,-131
INV005304,C0322,Customer 0322,South China,Production cell,2025-10-20,2025-10-21,2025-10-21,4,2700728.73,2133575.7,0,2774
INV005305,C0206,Customer 0206,North China,Robot arm,2025-05-14,2025-05-15,2025-05-15,2,368998.38,280438.77,0,-131
INV005306,C0050,Customer 0050,Export,Production cell,2025-04-26,2025-04-26,2025-04-27,10,6500872.28,5135689.1,0,2240
INV005307,C0256,Customer 0256,North China,Industrial sensor,2025-02-09,2025-02-11,2025-02-11,6,54503.43,35972.26,0,961
INV005308,C0171,Customer 0171,Export,Robot arm,2025-08-11,2025-08-12,2025-08-12,2,376920.98,286459.95,0,905
INV005309,C0092,Customer 0092,Central China,Inspection camera,2025-07-05,2025-07-05,2025-07-05,6,232025.78,148496.5,0,1207
INV005310,C0114,Customer 0114,South China,Robot arm,2025-09-10,2025-09-10,2025-09-10,1,199839.16,151877.76,0,1886
INV005311,C0005,Customer 0005,Export,Servo drive,2025-07-02,2025-07-04,2025-07-04,9,243969.51,175658.05,0,861
INV005312,C0192,Customer 0192,Export,Servo drive,2025-11-03,2025-11-03,2025-11-03,3,77401.18,55728.85,0,494
INV005313,C0308,Customer 0308,North China,Industrial sensor,2025-12-25,2025-12-25,2025-12-26,1,8388.8,5536.61,0,1399
INV005314,C0306,Customer 0306,North China,Robot arm,2025-10-18,2025-10-18,2025-10-18,11,2138050.8,1624918.6,0,2341
INV005315,C0169,Customer 0169,Export,Industrial sensor,2025-03-26,2025-03-26,2025-03-26,10,91400.36,60324.23,0,2853
INV005316,C0154,Customer 0154,Export,Robot arm,2025-07-04,2025-07-04,2025-07-04,1,174326.56,132488.18,0,1711
INV005317,C0305,Customer 0305,Export,Industrial sensor,2025-11-02,2025-11-04,2025-11-04,2,18555.25,12246.47,0,2307
INV005318,C0110,Customer 0110,North China,Inspection camera,2025-03-22,2025-03-22,2025-03-22,11,490549.41,313951.62,0,-107
INV005319,C0163,Customer 0163,Export,Robot arm,2025-06-27,2025-06-27,2025-06-27,6,1107535.86,841727.25,0,1218
INV005320,C0289,Customer 0289,Export,Robot arm,2025-11-24,2025-11-26,2025-11-26,2,390348.07,296664.53,0,2485
INV005321,C0098,Customer 0098,Central China,Industrial sensor,2025-10-08,2025-10-08,2025-10-08,2,16550.71,10923.47,0,2821
INV005322,C0185,Customer 0185,South China,Servo drive,2025-11-27,2025-11-29,2025-11-30,4,111890.73,27972.68,0,1661
INV005323,C0345,Customer 0345,South China,Robot arm,2025-03-17,2025-03-18,2025-03-18,2,379167.53,288167.32,0,1359
INV005324,C0245,Customer 0245,South China,Control module,2025-05-20,2025-05-20,2025-05-20,11,174612.97,122229.08,0,1163
INV005325,C0321,Customer 0321,Central China,Robot arm,2025-05-08,2025-05-09,2025-05-09,2,367557.73,279343.88,0,1599
INV005326,C0004,Customer 0004,Central China,Robot arm,2025-11-30,2025-11-30,2025-12-01,11,1887035.31,1434146.83,0,976
INV005327,C0276,Customer 0276,West China,Servo drive,2025-01-15,2025-01-15,2025-01-15,8,229993.23,165595.13,0,2418
INV005328,C0124,Customer 0124,South China,Servo drive,2025-05-19,2025-05-18,2025-05-18,12,350169.1,252121.75,0,571
INV005329,C0349,Customer 0349,East China,Robot arm,2025-02-13,2025-02-13,2025-02-13,2,345538.46,262609.23,0,-183
INV005330,C0075,Customer 0075,West China,Control module,2025-09-15,2025-09-15,2025-09-15,1,16558.03,11590.62,0,1268
INV005331,C0250,Customer 0250,North China,Robot arm,2025-02-18,2025-02-20,2025-02-21,2,391254.43,297353.36,0,2855
INV005332,C0056,Customer 0056,West China,Servo drive,2025-04-07,2025-04-09,2025-04-09,8,208131.23,149854.49,0,-61
INV005333,C0144,Customer 0144,South China,Production cell,2025-02-12,2025-02-13,2025-02-13,10,6996490.17,5527227.23,0,-210
INV005334,C0213,Customer 0213,North China,Control module,2025-12-27,2025-12-27,2025-12-27,7,105858.67,74101.07,0,460
INV005335,C0149,Customer 0149,Central China,Industrial sensor,2025-08-08,2025-08-10,2025-08-10,7,56870.57,37534.57,0,925
INV005336,C0205,Customer 0205,East China,Industrial sensor,2025-09-01,2025-08-31,2025-08-31,6,51993.67,34315.82,0,2883
INV005337,C0101,Customer 0101,West China,Control module,2025-11-12,2025-11-11,2025-11-11,8,125300.57,87710.4,0,1797
INV005338,C0209,Customer 0209,West China,Industrial sensor,2025-03-16,2025-03-15,2025-03-15,7,58703.16,38744.09,0,923
INV005339,C0058,Customer 0058,East China,Servo drive,2025-02-22,2025-02-24,2025-02-24,12,305687.95,220095.32,0,2341
INV005340,C0040,Customer 0040,South China,Inspection camera,2025-01-17,2025-01-16,2025-01-16,9,366133.71,234325.58,0,1464
INV005341,C0229,Customer 0229,South China,Servo drive,2025-08-08,2025-08-09,2025-08-09,2,57361.44,41300.23,0,1025
INV005342,C0001,Customer 0001,North China,Servo drive,2025-06-06,2025-06-06,2025-06-06,7,177908.7,128094.26,0,2591
INV005343,C0310,Customer 0310,West China,Servo drive,2025-01-21,2025-01-21,2025-01-21,12,345590.85,248825.41,0,653
INV005344,C0271,Customer 0271,North China,Inspection camera,2025-09-04,2025-09-06,2025-09-06,2,85491.66,54714.66,0,2454
INV005345,C0242,Customer 0242,Export,Industrial sensor,2025-04-20,2025-04-20,2025-04-20,9,71471.61,47171.26,49332.4,755
INV005346,C0058,Customer 0058,East China,Robot arm,2025-05-07,2025-05-08,2025-05-09,5,915145.59,695510.65,0,2415
INV005347,C0048,Customer 0048,Export,Robot arm,2025-11-10,2025-11-09,2025-11-09,8,1467064.96,1114969.37,0,2972
INV005348,C0322,Customer 0322,South China,Inspection camera,2025-11-07,2025-11-08,2025-11-08,2,80492.2,51515.01,0,2792
INV005349,C0047,Customer 0047,Export,Industrial sensor,2025-02-03,2025-02-03,2025-02-03,6,48107.93,31751.24,0,1212
INV005350,C0114,Customer 0114,South China,Inspection camera,2025-06-05,2025-06-04,2025-06-04,2,80738.51,51672.65,0,1789
INV005351,C0035,Customer 0035,West China,Inspection camera,2025-12-10,2025-12-09,2025-12-09,1,45076.86,28849.19,0,616
INV005352,C0256,Customer 0256,North China,Control module,2025-05-16,2025-05-16,2025-05-16,7,115431.66,80802.16,0,1057
INV005353,C0296,Customer 0296,North China,Production cell,2025-09-16,2025-09-15,2025-09-16,6,4369478.92,3451888.35,0,2546
INV005354,C0059,Customer 0059,West China,Production cell,2025-06-10,2025-06-12,2025-06-12,7,4809744.81,3799698.4,0,360
INV005355,C0188,Customer 0188,Export,Robot arm,2025-03-17,2025-03-18,2025-03-19,5,859145.74,652950.76,0,2298
INV005356,C0259,Customer 0259,North China,Production cell,2025-03-24,2025-03-26,2025-03-26,1,697837.69,551291.77,0,1505
INV005357,C0258,Customer 0258,East China,Production cell,2025-01-27,2025-01-27,2025-01-27,12,8210012.82,6485910.13,0,2403
INV005358,C0006,Customer 0006,West China,Robot arm,2025-08-19,2025-08-20,2025-08-20,8,1586526.35,1205760.02,0,76
INV005359,C0279,Customer 0279,Export,Robot arm,2025-06-17,2025-06-18,2025-06-18,3,598889.29,455155.86,0,1600
INV005360,C0303,Customer 0303,Export,Robot arm,2025-02-05,2025-02-06,2025-02-06,1,199921.73,151940.51,0,1226
INV005361,C0224,Customer 0224,Central China,Servo drive,2025-09-19,2025-09-21,2025-09-21,4,118205.49,85107.95,0,590
INV005362,C0006,Customer 0006,West China,Production cell,2025-05-27,2025-05-26,2025-05-27,8,5323261.28,4205376.41,0,-8
